date,quality,weave,quantity,composition,status,_id,rate,agentName,customerName
2024-05-07T10:21:16Z,Stand,Twill,500,Cotton 60%,Cancelled,4d2ff6c697ee48b98bb24266,231,Priya,Jhon
2024-05-20T02:20:21Z,Stand,Satin,500,Linen 100%,Cancelled,bdc37a8da2e040e6a974ce3e,65,Karthik,Alice
2024-05-17T00:21:30Z,Primium,Twill,300,Cotton 60%,Confirmed,6e3a2e13117a41969a3e80a7,420,Mukilan,Alice
2024-05-10T10:55:33Z,Stand,Linen,500,20%,Pending,dcfc6f199f6b42908747232e,176,Mukilan,Jhon
2024-05-15T10:48:24Z,Economy,Linen,450m,Linen 100%,Confirmed,d8d20a37f03c4751bcd68c16,171,Sowmiya,Alice
2024-05-28T19:48:18Z,Stand,Satin,300,Cotton 40%,Pending,38e6ef93b9684954b0806855,231,Mukilan,Jhon
2024-05-12T05:56:26Z,Primium,Satin,300,Polyester 80%,Cancelled,85547887b02b464980c8c92d,176,Karthik,Jhon
2024-05-08T06:17:18Z,Primium,Twill,1000,Cotton 60%,Confirmed,9972816c8c1a442fb32425c4,404,Mukilan,Ravi
2024-05-31T08:20:28Z,Stand,Plain,300,Cotton 40%,Confirmed,286e6a82dd3449df9e44a38f,464,Karthik,Alice
2024-05-15T17:36:22Z,Primium,Twill,700m,20%,Cancelled,4f6d1b355dbc45b1979c81e6,404,Mukilan,qilyze
2024-05-30T02:50:03Z,Stand,Plain,300,20%,Pending,f180fa1ecd6f4fedbc86c551,54,Sowmiya,Alice
2024-05-21T04:06:43Z,Primium,Plain,500,20%,Cancelled,0e987d167e5e42318436a384,65,Sowmiya,Ravi
2024-05-06T13:35:57Z,Primium,Linen,1000,Linen 100%,Pending,36fddf50cbb442d590e092e8,65,Karthik,Smith
2024-05-27T03:49:09Z,Stand,Linen,1000,Linen 100%,Confirmed,643278d3d2e94cb7a37bbb8c,54,Karthik,Ravi
2024-05-13T18:22:48Z,Primium,Twill,120m,Cotton 40%,Cancelled,01d65c52f3b74f54917cbc55,464,Karthik,Alice
2024-05-03T17:33:48Z,Primium,Twill,450m,Polyester 80%,Pending,da3c6b1dbcb944a6bbc8a4e8,54,Karthik,qilyze
2024-05-23T16:12:02Z,Primium,Plain,500,Polyester 80%,Confirmed,d8b6e5e1b84e43098540dd39,404,Priya,Alice
2024-05-02T07:23:55Z,Stand,Twill,450m,Cotton 60%,Pending,974e9048fd18414bb183c339,176,Karthik,Smith
2024-05-27T22:40:22Z,Primium,Plain,1000,20%,Pending,bc6702acbe1e4a45beed7bf0,93,Mukilan,Alice
2024-05-16T19:34:23Z,Stand,Satin,1000,Linen 100%,Pending,514250cf35d74d96ae7dbd01,171,Sowmiya,qilyze
2024-05-24T15:13:10Z,Stand,Linen,500,Cotton 60%,Pending,7da9a8945add41c0b0751ad9,176,Mukilan,Ravi
2024-05-29T13:58:58Z,Stand,Linen,500,Linen 100%,Cancelled,89bb649717d4414d9c2f283d,367,Karthik,qilyze
2024-05-21T05:56:33Z,Primium,Plain,120m,Linen 100%,Cancelled,b3d128d850b749bd9c8b3c74,171,Mukilan,Jhon
2024-05-17T18:10:10Z,Stand,Linen,500,Polyester 80%,Confirmed,0eb29ba0b72c487eace9e438,367,Mukilan,qilyze
2024-05-27T15:36:58Z,Economy,Plain,300,Cotton 40%,Confirmed,00e8582f13104a8480e673ac,65,Karthik,Smith
2024-05-05T23:19:19Z,Stand,Plain,1000,Linen 100%,Pending,ad6565f6ab30437580ca8f64,65,Mukilan,Smith
2024-05-13T19:07:40Z,Primium,Twill,120m,Linen 100%,Confirmed,7c69d504a1c1477289f812b4,93,Priya,Smith
2024-05-05T12:48:35Z,Stand,Satin,120m,Cotton 60%,Confirmed,a217218284ea4db28052e1b1,231,Priya,qilyze
2024-05-19T08:29:45Z,Primium,Plain,120m,Polyester 80%,Cancelled,0b635f3c124f4133a05b8804,367,Mukilan,Jhon
2024-05-21T23:52:11Z,Economy,Twill,450m,Polyester 80%,Pending,75819ad7950f411188b7e981,54,Karthik,Ravi
2024-05-09T15:18:38Z,Stand,Plain,700m,Cotton 40%,Confirmed,210c63ee65bd4f7bbc4b7f56,420,Priya,Jhon
2024-05-27T22:02:19Z,Stand,Plain,1000,Polyester 80%,Pending,0f8e925ecc7f4c68a6102b1b,231,Sowmiya,Alice
2024-05-08T17:00:57Z,Economy,Satin,300,Cotton 60%,Cancelled,59e174b431d34c558b109dc4,65,Priya,qilyze
2024-05-05T00:01:01Z,Stand,Linen,1000,Cotton 60%,Pending,20edea85e7524bd2a628dce7,231,Priya,Ravi
2024-05-29T15:18:53Z,Primium,Linen,450m,20%,Confirmed,dc4feb2f215d44c59d2a5186,231,Priya,Jhon
2024-05-25T07:44:34Z,Primium,Plain,120m,20%,Pending,aa96b221b202409fa1536b0d,367,Karthik,Ravi
2024-05-02T03:55:40Z,Economy,Linen,1000,20%,Cancelled,ad2a734aabe9486799d5cb40,367,Sowmiya,qilyze
2024-05-14T08:33:40Z,Stand,Twill,500,20%,Pending,435dbbf892c1437c81fe3b9c,54,Sowmiya,qilyze
2024-05-13T07:34:30Z,Economy,Satin,450m,Cotton 60%,Cancelled,5e2b8d67e82a4e2aae0dc7f0,54,Priya,Jhon
2024-05-08T19:06:47Z,Primium,Twill,1000,Cotton 60%,Confirmed,d6819ab65284415b9886ad34,231,Sowmiya,Jhon
2024-05-01T01:03:24Z,Stand,Twill,500,20%,Pending,d4876acd1ccb49df955cef03,54,Karthik,Alice
2024-06-27T06:06:53Z,Primium,Linen,700m,Cotton 60%,Confirmed,53e8064c1c8344c4af73662c,171,Priya,qilyze
2024-06-22T12:30:00Z,Economy,Satin,500,Cotton 40%,Cancelled,9d9b41010ec447bca9766f0a,54,Mukilan,Smith
2024-06-02T23:23:54Z,Primium,Linen,1000,20%,Cancelled,83f96e166be945c893d3c4ad,93,Priya,Ravi
2024-06-26T11:13:03Z,Primium,Linen,1000,Cotton 40%,Cancelled,8a1478e1f3044e4ea044db63,420,Karthik,qilyze
2024-06-12T20:43:03Z,Stand,Linen,500,Cotton 60%,Pending,4f78fb89370d45b59607377d,420,Mukilan,qilyze
2024-06-04T10:47:46Z,Stand,Linen,500,Linen 100%,Pending,ea5c860ff928412f9ed7e1c0,367,Karthik,Alice
2024-06-08T14:27:04Z,Primium,Plain,700m,Cotton 60%,Confirmed,4779fc790e964eca893cf6e1,171,Karthik,Alice
2024-06-20T01:13:37Z,Stand,Plain,500,Polyester 80%,Cancelled,0e4a2f9ee3d54cec99c62656,464,Sowmiya,qilyze
2024-06-30T01:23:10Z,Stand,Linen,1000,Cotton 60%,Confirmed,3ce99b5fbcff4c48b6055a2d,404,Sowmiya,Smith
2024-06-14T19:59:24Z,Primium,Linen,120m,Linen 100%,Pending,f434d925f3b74a40a59d5709,367,Priya,qilyze
2024-06-10T20:52:44Z,Stand,Satin,120m,Linen 100%,Confirmed,c9e06d86ca69422787bd288e,93,Priya,Ravi
2024-06-28T09:17:57Z,Primium,Twill,1000,Cotton 40%,Cancelled,ac083ebd673b403c89b10c4c,171,Karthik,Smith
2024-06-14T21:34:21Z,Economy,Satin,500,Polyester 80%,Confirmed,b3074b40969e48839cafa759,367,Sowmiya,qilyze
2024-06-21T01:56:37Z,Primium,Twill,300,Cotton 60%,Cancelled,3976e82424044338a2d043ce,54,Priya,Ravi
2024-06-19T08:04:13Z,Stand,Twill,500,20%,Confirmed,eefe8da1b967420d843feff3,420,Priya,Alice
2024-06-24T02:50:07Z,Primium,Satin,500,Cotton 40%,Cancelled,32c604a1debc490e941c5c91,231,Priya,Alice
2024-06-29T03:01:55Z,Primium,Linen,300,Cotton 40%,Confirmed,67b7f93a5b8f4028bc6d26b4,65,Mukilan,Alice
2024-06-10T16:47:06Z,Economy,Satin,1000,Cotton 60%,Cancelled,c5f756ca7b694908a81d7d78,54,Priya,Smith
2024-06-23T05:25:36Z,Stand,Linen,120m,Linen 100%,Cancelled,d6dcc6658bbd4e5e9fc504c5,404,Sowmiya,qilyze
2024-06-20T20:17:42Z,Primium,Twill,120m,Cotton 60%,Pending,4f0871798d9f4c989dabe633,231,Mukilan,Ravi
2024-06-12T07:46:58Z,Primium,Satin,450m,Linen 100%,Cancelled,583e464108d64b0ea5ac2994,65,Sowmiya,Ravi
2024-06-13T19:37:18Z,Primium,Linen,450m,Cotton 40%,Pending,47289f07967c4c73ae281806,367,Karthik,Ravi
2024-06-14T02:13:54Z,Economy,Twill,450m,Linen 100%,Cancelled,178f6262822245648dae29c4,54,Karthik,Jhon
2024-06-07T12:58:31Z,Economy,Twill,500,Cotton 40%,Cancelled,0989709cec6443f4bed29625,404,Sowmiya,Ravi
2024-06-03T23:23:58Z,Economy,Plain,120m,Cotton 40%,Cancelled,9b621ee7a4a64b0794308a7d,65,Karthik,Smith
2024-06-14T23:08:58Z,Economy,Twill,300,Polyester 80%,Pending,72e09f31c0d14bc79cffddc0,404,Karthik,Alice
2024-06-28T20:23:57Z,Economy,Satin,120m,Cotton 40%,Confirmed,aed140b2989a4afe9c14e4cf,54,Sowmiya,Smith
2024-06-09T20:50:36Z,Primium,Plain,450m,Cotton 60%,Cancelled,b951026993004545a46893cc,54,Karthik,Smith
2024-06-24T00:16:20Z,Stand,Linen,500,Linen 100%,Confirmed,54adabe97c044b1a93724c6a,420,Priya,Smith
2024-06-14T08:26:01Z,Primium,Linen,120m,20%,Pending,68da61c15768434fa562e403,93,Karthik,Alice
2024-06-28T07:16:38Z,Primium,Linen,120m,Linen 100%,Confirmed,ff017587ae23499f98741d59,65,Sowmiya,Smith
2024-06-21T19:11:31Z,Stand,Plain,700m,Polyester 80%,Cancelled,7afe763e616047f2af70925c,231,Mukilan,Jhon
2024-06-01T23:47:46Z,Primium,Linen,1000,Cotton 40%,Confirmed,52fb56384f804af5a69d14ee,404,Mukilan,qilyze
2024-06-28T12:21:04Z,Economy,Twill,1000,Cotton 40%,Pending,9f434d0fe8f44f67bfcc6481,420,Priya,Jhon
2024-06-19T12:25:32Z,Primium,Satin,700m,Cotton 60%,Confirmed,659d22cf611a4b878a7dc85d,367,Sowmiya,Alice
2024-06-18T21:58:44Z,Economy,Linen,700m,Cotton 60%,Confirmed,8d5ec16f998c4dc89c1f4fc1,54,Priya,Jhon
2024-06-17T10:23:30Z,Primium,Linen,500,Polyester 80%,Cancelled,9d84862c9da3478ba6587f7e,54,Sowmiya,Ravi
2024-06-17T07:26:13Z,Stand,Plain,120m,Cotton 40%,Cancelled,5464a29bd1bb49f0a25d6f0f,231,Karthik,qilyze
2024-06-19T15:53:20Z,Primium,Satin,700m,Cotton 40%,Cancelled,f15fbf323b6643b7a4b87b90,171,Priya,Ravi
2024-06-15T08:49:23Z,Primium,Plain,700m,20%,Confirmed,3dc58f78ea344ab9841c0fc8,420,Sowmiya,qilyze
2024-06-18T15:04:57Z,Stand,Satin,1000,Linen 100%,Confirmed,a6e4a7a987314244b4676591,420,Sowmiya,Smith
2024-06-18T14:20:56Z,Stand,Plain,450m,Polyester 80%,Pending,8d3507285d8240f5be962a8c,464,Sowmiya,Jhon
2024-06-20T16:24:51Z,Stand,Linen,450m,Linen 100%,Cancelled,3f26374343674a56b9095348,65,Mukilan,Smith
2024-06-20T06:09:17Z,Economy,Twill,120m,Polyester 80%,Pending,cea377310a8349a6a1d49a66,231,Mukilan,Alice
2024-06-06T07:21:02Z,Economy,Satin,450m,Cotton 40%,Confirmed,1a56c679552d4ac9b0c798fe,420,Priya,Ravi
2024-06-09T12:23:23Z,Economy,Linen,450m,Cotton 40%,Cancelled,f74c146d5253462899d1abf9,54,Priya,Ravi
2024-06-19T06:02:15Z,Economy,Plain,120m,Cotton 40%,Confirmed,12e55ff38cb442bdb3b31fb7,171,Sowmiya,Ravi
2024-06-24T21:35:32Z,Stand,Twill,500,20%,Pending,1ca68810b57244bba928c428,176,Priya,Smith
2024-06-14T16:05:49Z,Primium,Twill,700m,Linen 100%,Confirmed,ad8c940e57b541de81dcf0f8,231,Mukilan,qilyze
2024-06-05T18:20:30Z,Primium,Satin,700m,20%,Confirmed,c8a45ccd886e4a938a03cb67,54,Priya,qilyze
2024-07-10T01:41:07Z,Stand,Twill,450m,Cotton 60%,Pending,9c94216fc61245798ab18a44,231,Priya,Jhon
2024-07-20T22:20:27Z,Stand,Satin,120m,20%,Pending,91a1b8e98f3848ac866779a4,367,Priya,Alice
2024-07-17T11:31:53Z,Stand,Linen,1000,Cotton 60%,Cancelled,6f5f4f417d9b484fb93ad048,65,Priya,Smith
2024-07-27T15:25:26Z,Primium,Satin,700m,20%,Cancelled,d8c3ce99c3834cd7a38af844,54,Mukilan,qilyze
2024-07-04T15:56:19Z,Primium,Twill,450m,Cotton 60%,Pending,74192b122b62409ca91fa8e6,54,Mukilan,Smith
2024-07-30T14:29:44Z,Primium,Linen,500,Polyester 80%,Confirmed,ee1bd29dfa7741159ae84e36,367,Mukilan,qilyze
2024-07-07T06:21:48Z,Primium,Plain,120m,Polyester 80%,Cancelled,ff2ce13a897047dcad6c7ecd,464,Mukilan,Smith
2024-07-17T13:19:55Z,Economy,Linen,1000,20%,Pending,1f0ed280184848adbcab5b16,54,Priya,Smith
2024-07-06T03:14:16Z,Stand,Twill,500,Cotton 40%,Confirmed,0bfc4b61284e497ca69c1fa3,171,Sowmiya,Jhon
2024-07-09T01:20:40Z,Economy,Twill,450m,Cotton 60%,Confirmed,52856d7046374dcf9802bfb8,367,Priya,Ravi
2024-07-16T23:48:52Z,Economy,Satin,300,Cotton 40%,Pending,482eac546e004cbf84bf7d4a,420,Sowmiya,Jhon
2024-07-09T09:13:02Z,Stand,Plain,700m,Cotton 60%,Confirmed,798f05ce4f724284bc1773da,464,Sowmiya,qilyze
2024-07-24T03:15:56Z,Economy,Linen,700m,Cotton 40%,Confirmed,f1036b23db4749819e76f300,65,Mukilan,Alice
2024-07-24T07:58:50Z,Stand,Satin,500,20%,Confirmed,a637c27230714b749224d170,464,Mukilan,Jhon
2024-07-12T02:39:10Z,Primium,Plain,450m,Cotton 60%,Pending,90dd0e1d61af48bca541ef68,171,Mukilan,Alice
2024-07-19T12:32:19Z,Economy,Satin,700m,Polyester 80%,Confirmed,367f6c1a82354e5f82b2747e,231,Mukilan,Jhon
2024-07-28T08:34:53Z,Primium,Plain,120m,Polyester 80%,Pending,2fc036b95dc84ec091332ba2,93,Karthik,Smith
2024-07-15T18:52:17Z,Primium,Twill,120m,Linen 100%,Confirmed,24c80e372a3d43aebf6988e7,54,Mukilan,Jhon
2024-07-17T04:38:59Z,Primium,Plain,700m,Polyester 80%,Confirmed,751471a3f2894533862b898a,65,Mukilan,Alice
2024-07-08T15:31:49Z,Primium,Plain,450m,Linen 100%,Cancelled,71463d17d2ec4c1aa9a181e0,464,Priya,Smith
2024-07-06T21:09:35Z,Economy,Linen,700m,Linen 100%,Cancelled,6a5deb3d90364728a43a0f6b,93,Karthik,Smith
2024-07-18T09:13:21Z,Economy,Twill,700m,Polyester 80%,Pending,b46826bc16d644adb80eec0a,404,Sowmiya,Ravi
2024-07-10T04:18:42Z,Economy,Plain,700m,Cotton 40%,Pending,3f878ecc22cf4860a14fe8b7,93,Priya,Ravi
2024-07-19T04:07:27Z,Primium,Satin,700m,Linen 100%,Pending,4abadd1feac946c6a100c124,93,Mukilan,Jhon
2024-07-22T00:33:14Z,Primium,Plain,1000,Polyester 80%,Pending,601188dfd7794739b3ac6ee3,367,Mukilan,Alice
2024-07-12T08:39:48Z,Stand,Plain,450m,Linen 100%,Confirmed,1e735942ea1c49a8b3127e17,464,Priya,Ravi
2024-07-12T21:07:14Z,Primium,Plain,500,Cotton 40%,Cancelled,1ff0107c0671494989a4ddbe,65,Sowmiya,Ravi
2024-07-29T23:44:43Z,Primium,Twill,450m,20%,Cancelled,d1fd117a7c4349929650777c,367,Sowmiya,Smith
2024-07-26T08:39:48Z,Primium,Linen,500,Cotton 40%,Confirmed,fa93373bcc57410ba53e01ea,404,Priya,Jhon
2024-07-05T18:34:10Z,Economy,Twill,700m,Linen 100%,Cancelled,32b339c83db24f09ac39fd3e,65,Mukilan,Jhon
2024-07-26T03:33:56Z,Stand,Satin,120m,Polyester 80%,Confirmed,c7409647581143ceb9e94dd2,420,Karthik,Smith
2024-07-26T02:59:50Z,Economy,Twill,500,Polyester 80%,Cancelled,9fbddb9209bb48e38c4ab6c6,93,Mukilan,qilyze
2024-07-09T03:02:23Z,Primium,Linen,300,20%,Confirmed,b7e1f8c29da0417d85f4e3c1,231,Mukilan,Alice
2024-07-29T12:33:48Z,Economy,Linen,500,Cotton 40%,Cancelled,fc03bcc8b2ea4cbcae047e4d,171,Karthik,Ravi
2024-07-08T10:12:01Z,Stand,Linen,120m,Cotton 60%,Confirmed,87636dfbf8f5458e8576e316,93,Sowmiya,qilyze
2024-07-24T22:58:25Z,Stand,Twill,300,Cotton 60%,Confirmed,5fd8b43692c947eabe1c4a22,93,Sowmiya,Jhon
2024-07-23T04:43:17Z,Primium,Satin,120m,Linen 100%,Pending,c349410c03754c4cb79e364c,93,Sowmiya,Jhon
2024-07-29T05:09:04Z,Stand,Satin,300,20%,Confirmed,8eb962b0c21d439ca07b259d,367,Priya,Smith
2024-07-30T14:25:39Z,Economy,Plain,1000,Linen 100%,Cancelled,a224933e20524b36b885cf73,231,Sowmiya,Jhon
2024-07-11T11:12:14Z,Stand,Linen,500,Cotton 40%,Confirmed,e119c6f3a81d41528f10963f,54,Priya,Smith
2024-07-19T09:35:21Z,Stand,Linen,1000,Cotton 40%,Cancelled,8dd17187a16a44ceabd8e357,171,Mukilan,qilyze
2024-07-04T21:12:15Z,Primium,Plain,500,Linen 100%,Confirmed,a31931b870c74b6c89003957,420,Sowmiya,Smith
2024-07-14T01:36:38Z,Primium,Linen,700m,Polyester 80%,Cancelled,8b4d367c557e475ba2d034da,420,Priya,Ravi
2024-07-17T13:34:34Z,Economy,Plain,1000,Linen 100%,Confirmed,260764f309a64e6489be65e8,404,Mukilan,Ravi
2024-07-19T07:39:39Z,Primium,Satin,300,Cotton 60%,Confirmed,45f81a63acaa42bb9457483b,404,Mukilan,qilyze
2024-07-09T10:27:34Z,Economy,Twill,300,20%,Confirmed,84bbeaafcf55459b9ac455dd,93,Priya,qilyze
2024-07-11T23:37:36Z,Economy,Satin,300,Cotton 60%,Pending,4aeb6d73d80941d298465a3d,420,Sowmiya,Ravi
2024-07-21T09:15:37Z,Primium,Linen,450m,20%,Confirmed,e182b5f8e844482e9fd539b5,65,Sowmiya,Alice
2024-07-26T04:29:48Z,Stand,Linen,120m,Cotton 60%,Confirmed,04bf2dfaf07944a19412e3e6,231,Mukilan,Ravi
2024-07-19T17:39:19Z,Stand,Linen,450m,Linen 100%,Cancelled,b0e8a151232b45a9947588b6,65,Mukilan,Ravi
2024-08-02T08:32:02Z,Stand,Linen,120m,Linen 100%,Confirmed,2abdbbbd908f4ffab59279c0,93,Priya,qilyze
2024-08-04T07:05:02Z,Primium,Twill,450m,20%,Confirmed,936d257ea4394f9b9154a9f0,54,Karthik,Jhon
2024-08-23T11:42:50Z,Stand,Plain,700m,Linen 100%,Cancelled,bf1a3cdff0c54e8aa8df28b8,464,Karthik,Jhon
2024-08-03T08:16:46Z,Primium,Linen,700m,Polyester 80%,Cancelled,f3a41286add042ec85fd0a3b,367,Karthik,qilyze
2024-08-29T05:52:53Z,Economy,Satin,120m,20%,Pending,ad2f6ea567fa4fba94979229,420,Karthik,qilyze
2024-08-04T14:48:59Z,Economy,Plain,120m,Polyester 80%,Cancelled,8c0d8552694d4a6ca6138a9e,464,Priya,Smith
2024-08-08T03:15:13Z,Stand,Satin,500,Polyester 80%,Pending,1be50bbb743647499d80c87a,367,Mukilan,Ravi
2024-08-02T22:14:13Z,Economy,Twill,1000,Polyester 80%,Confirmed,b2a250eec1784b10b39392df,367,Karthik,Jhon
2024-08-01T13:45:21Z,Primium,Satin,500,Cotton 40%,Cancelled,cc49c053feb544048011f5bf,93,Karthik,Ravi
2024-08-18T09:56:31Z,Primium,Satin,300,Linen 100%,Confirmed,cfa05e4259b34fa7a6b7c6d4,464,Mukilan,Jhon
2024-08-10T23:27:22Z,Stand,Satin,500,Cotton 40%,Cancelled,258f1d87c4ef4109a9ad6200,93,Sowmiya,Alice
2024-08-16T18:01:19Z,Stand,Twill,1000,Polyester 80%,Pending,839cf4818d504cddaf7ddb4a,464,Sowmiya,Alice
2024-08-24T20:42:00Z,Stand,Plain,700m,20%,Cancelled,739f2123e3d94c5f9f8c87c8,65,Mukilan,Alice
2024-08-22T15:39:50Z,Stand,Linen,500,20%,Pending,de42ed4eacc64f96b1e6f6a4,171,Mukilan,Jhon
2024-08-08T06:33:43Z,Stand,Linen,450m,Cotton 60%,Cancelled,2b166120d5a744f58406ce0b,420,Karthik,Ravi
2024-08-10T10:19:41Z,Economy,Twill,300,Polyester 80%,Pending,60d75585555a4653bb362d5a,93,Sowmiya,Alice
2024-08-20T01:07:29Z,Primium,Satin,700m,Cotton 60%,Pending,099af572a29448ff9048fbd6,176,Mukilan,Jhon
2024-08-09T10:19:03Z,Primium,Plain,500,Linen 100%,Confirmed,c5c94231c79947d69f34e3d4,464,Karthik,Smith
2024-08-28T05:15:13Z,Primium,Plain,1000,Polyester 80%,Cancelled,aa8e86aae661457d90b6655c,65,Priya,Jhon
2024-08-31T14:08:20Z,Primium,Satin,450m,Linen 100%,Cancelled,bf7a13512e92466eb4ba738e,54,Karthik,Ravi
2024-08-16T04:01:17Z,Stand,Twill,300,20%,Confirmed,7f85a26835314bdfb83763c7,231,Mukilan,qilyze
2024-08-12T12:18:42Z,Primium,Satin,120m,Polyester 80%,Confirmed,2471ee9676194617b96dd5ab,464,Mukilan,Jhon
2024-08-06T06:32:27Z,Stand,Satin,450m,20%,Confirmed,01ea5787ba204fd88f40db18,367,Mukilan,Alice
2024-08-07T04:27:11Z,Stand,Plain,300,Polyester 80%,Cancelled,ae6d15e5f9c0478eb7bcd901,176,Priya,Smith
2024-08-31T15:31:46Z,Economy,Linen,300,Cotton 60%,Confirmed,49c819fede4f4ebcacf4337c,93,Karthik,Ravi
2024-08-14T06:56:45Z,Economy,Linen,120m,20%,Confirmed,6623e4ac95c040aab29a764e,420,Sowmiya,qilyze
2024-08-18T14:43:30Z,Stand,Linen,300,Linen 100%,Pending,264cd2153dd949009ecc275a,420,Mukilan,qilyze
2024-08-21T06:00:05Z,Stand,Linen,120m,Cotton 40%,Confirmed,cb7d48fdbd24484ab3d14246,54,Karthik,Jhon
2024-08-05T06:01:19Z,Stand,Linen,500,20%,Cancelled,1551e70658424bd2aa30b246,420,Mukilan,Ravi
2024-08-12T14:46:27Z,Primium,Plain,500,Cotton 60%,Pending,bcc9194cba164d37959d5356,54,Priya,qilyze
2024-08-13T00:45:31Z,Economy,Plain,450m,Linen 100%,Confirmed,4e0b5856b5f44e28a0d31a98,404,Priya,Smith
2024-08-18T01:50:35Z,Primium,Plain,120m,Cotton 60%,Pending,3cf720b2b5214b5cbcbdd0d4,231,Priya,Smith
2024-08-06T06:04:42Z,Stand,Linen,1000,Cotton 60%,Pending,f9a7e0eddbe74b7589d679b3,65,Sowmiya,qilyze
2024-08-16T11:10:21Z,Economy,Satin,1000,Cotton 60%,Pending,cc8b68ff01444470ab969799,54,Mukilan,Jhon
2024-08-20T14:47:28Z,Economy,Linen,500,20%,Cancelled,0802c33849874132935f0d69,65,Karthik,Jhon
2024-08-22T13:05:55Z,Stand,Linen,450m,Polyester 80%,Cancelled,262535d654a548febbd85e1d,171,Mukilan,qilyze
2024-08-25T14:15:44Z,Stand,Twill,450m,20%,Pending,0313e85ac5064b0b93855ea5,464,Karthik,Ravi
2024-08-05T14:55:02Z,Stand,Linen,120m,Cotton 40%,Cancelled,b553cca44f674c8392fa0f98,65,Priya,Alice
2024-08-09T20:06:43Z,Stand,Plain,500,Cotton 60%,Confirmed,c2c997e070dc41fb961e2e15,420,Sowmiya,qilyze
2024-08-24T04:11:59Z,Stand,Satin,120m,Linen 100%,Pending,851d5ca31d5b4979a670336a,171,Priya,qilyze
2024-08-23T18:24:29Z,Stand,Plain,450m,Linen 100%,Pending,3e7702bab0114ed4934ef016,367,Priya,Alice
2024-08-02T07:33:58Z,Economy,Linen,300,Cotton 40%,Cancelled,7d423a6593f149bcad892f71,176,Mukilan,qilyze
2024-08-06T14:07:17Z,Primium,Satin,120m,Polyester 80%,Confirmed,e021c3d236f044ca944cc5d5,176,Karthik,Ravi
2024-08-25T12:00:16Z,Economy,Twill,300,Linen 100%,Cancelled,306b9161ba194e4fbdce9474,404,Sowmiya,Jhon
2024-08-30T10:45:03Z,Primium,Plain,1000,20%,Confirmed,dbad52f0a24d402cae253627,367,Mukilan,Ravi
2024-08-24T15:20:40Z,Stand,Plain,1000,Cotton 40%,Pending,15f98faa261a4be8b080d539,420,Mukilan,Ravi
2024-08-08T20:09:31Z,Stand,Plain,500,20%,Cancelled,2c06cc81d55440c19a0bcd03,93,Mukilan,Jhon
2024-08-12T21:28:15Z,Stand,Plain,120m,Polyester 80%,Pending,a7b7d6d144804f7eb378d005,420,Sowmiya,Ravi
2024-08-03T16:37:43Z,Economy,Satin,450m,Cotton 60%,Confirmed,681665c5a11446408e34c8b0,404,Priya,qilyze
2024-08-11T01:48:55Z,Stand,Plain,120m,20%,Cancelled,fe3b0dff48a2432da33a4229,464,Mukilan,Smith
2024-09-16T21:12:12Z,Stand,Satin,120m,Linen 100%,Pending,04b02e8eec1446ad832c456a,420,Priya,Alice
2024-09-24T06:21:53Z,Economy,Satin,300,Cotton 60%,Confirmed,b1f170b6ab464f1db694510f,176,Priya,Smith
2024-09-26T07:25:04Z,Stand,Satin,1000,Cotton 60%,Confirmed,73953b510a7240c69dbbb521,171,Karthik,Jhon
2024-09-06T19:49:57Z,Economy,Satin,500,Cotton 40%,Pending,9f0904688b064e988ecb0f76,231,Karthik,Ravi
2024-09-01T20:40:45Z,Economy,Twill,120m,Cotton 60%,Confirmed,29cb4f1403c044f19ae7e5ff,464,Karthik,Jhon
2024-09-11T09:27:55Z,Stand,Twill,700m,Cotton 40%,Cancelled,7557ed9f163643fbacf27811,404,Karthik,Alice
2024-09-03T22:01:00Z,Stand,Plain,450m,Cotton 60%,Confirmed,b340dea19b724214bb726edc,231,Priya,qilyze
2024-09-10T20:15:35Z,Economy,Linen,120m,Cotton 40%,Confirmed,235eafd26f3742bc83bb32c9,367,Sowmiya,Smith
2024-09-26T20:50:51Z,Economy,Satin,450m,Cotton 40%,Pending,b099c7be07ea431c94bfb8d5,404,Sowmiya,Alice
2024-09-01T06:16:44Z,Economy,Twill,700m,Polyester 80%,Pending,e1996f96bc25420fb43f20c0,404,Mukilan,Alice
2024-09-05T18:17:50Z,Stand,Twill,500,Cotton 40%,Cancelled,2ac7725befcc45ed9b475e78,65,Mukilan,Smith
2024-09-07T01:13:46Z,Primium,Linen,450m,Polyester 80%,Cancelled,50db69ae2ae74ffda1ff9b53,65,Karthik,Smith
2024-09-11T19:41:41Z,Stand,Linen,300,20%,Confirmed,d821312c180b4f4a953a22d0,231,Mukilan,Smith
2024-09-30T23:03:50Z,Primium,Satin,300,Linen 100%,Confirmed,b05487d16e664a078b58a1a9,93,Priya,Ravi
2024-09-20T09:24:05Z,Primium,Linen,500,Cotton 40%,Pending,8c1b05bdbc6842c3b2a5b781,404,Karthik,Smith
2024-09-23T05:27:56Z,Stand,Linen,700m,Cotton 60%,Confirmed,0f2672431afe4c53851dfa99,93,Priya,Smith
2024-09-09T14:43:22Z,Primium,Plain,300,Cotton 40%,Pending,42df53d85d1e44908198346a,176,Mukilan,Ravi
2024-09-12T10:57:04Z,Economy,Plain,450m,Cotton 40%,Confirmed,28eb89633cdb48b3894ed4ef,65,Mukilan,qilyze
